year,league,team,player_id,player_name_ja,changed_cols,old_BF,new_BF,old_IP,new_IP,old_H,new_H,old_HR,new_HR,old_BB,new_BB,old_HBP,new_HBP,old_SO,new_SO,old_WP,new_WP,old_BK,new_BK,old_R,new_R,old_ER,new_ER,old_ERA,new_ERA,html_cells,csv_file
1950,CL,読売ジャイアンツ,01703878,中尾　碩志,H|HR|BB|HBP|SO|WP|BK,838,838,194.1,194.1,194,193,0,26,193,76,26,1,76,112,1,3,112,0,105,105,84,84,3.88,3.88,1950|読　売|38|12|11||||8|2|1|.522|838|194 .1|194|.1|193|26|76|1|112|3|0|105|84|3.88,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,読売ジャイアンツ,81783895,藤本　英雄,H|HR|BB|HBP|SO|WP|BK,1442,1442,360.1,360.1,360,307,0,25,307,70,25,2,70,156,2,1,156,0,117,117,98,98,2.44,2.44,1950|読　売|49|26|14||||33|6|8|.650|1442|360 .1|360|.1|307|25|70|2|156|1|0|117|98|2.44,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,読売ジャイアンツ,03203801,松田　清,H|BB|SO|BK,65,65,13.2,13.2,13,15,0,0,15,9,0,0,9,5,0,0,5,0,10,10,2,2,1.29,1.29,1950|読　売|3|1|1||||1|0|0|.500|65|13 .2|13|.2|15|0|9|0|5|0|0|10|2|1.29,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,阪神タイガース,01303898,駒田　桂二,H|HR|BB|HBP|SO|WP|BK,620,620,142.1,142.1,142,136,0,9,136,67,9,6,67,43,6,1,43,0,69,69,56,56,3.52,3.52,1950|阪　神|32|7|6||||6|1|0|.538|620|142 .1|142|.1|136|9|67|6|43|1|0|69|56|3.52,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,阪神タイガース,21923892,野崎　泰一,H|HR|BB|HBP|SO|WP|BK,1002,1002,226.1,226.1,226,246,0,22,246,91,22,2,91,49,2,1,49,0,139,139,112,112,4.44,4.44,1950|阪　神|53|10|18||||9|1|0|.357|1002|226 .1|226|.1|246|22|91|2|49|1|0|139|112|4.44,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,阪神タイガース,23123872,藤村　富美男,H|BK,4,4,0.2,0.2,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,1950|阪　神|1|0|0||||0|0|0|.000|4|0 .2|0|.2|1|0|1|0|1|0|0|0|0|0.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,阪神タイガース,83083801,干場　一夫,H|HR|BB|HBP|SO|WP|BK,832,832,192.1,192.1,192,190,0,19,190,91,19,3,91,45,3,1,45,1,93,93,83,83,3.87,3.87,1950|阪　神|37|10|4||||10|2|0|.714|832|192 .1|192|.1|190|19|91|3|45|1|1|93|83|3.87,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,阪神タイガース,53553872,御園生　崇男,H|HR|BB|HBP|SO|WP|BK,410,410,92.2,92.2,92,119,0,18,119,21,18,2,21,11,2,0,11,0,66,66,59,59,5.71,5.71,1950|阪　神|22|7|5||||4|0|0|.583|410|92 .2|92|.2|119|18|21|2|11|0|0|66|59|5.71,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,中日ドラゴンズ,91993801,加藤　一昭,H|HR|BB|HBP|SO,23,23,3.1,3.1,3,9,0,3,9,6,3,0,6,0,0,0,0,0,7,7,7,7,15.75,15.75,1950|中　日|2|0|0||||0|0|0|.000|23|3 .1|3|.1|9|3|6|0|0|0|0|7|7|15.75,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,中日ドラゴンズ,11313897,近藤　貞雄,H|HR|BB|HBP|SO|WP|BK,651,651,149.1,149.1,149,156,0,8,156,54,8,2,54,35,2,0,35,0,71,71,60,60,3.6,3.6,1950|中　日|23|10|4||||10|0|0|.714|651|149 .1|149|.1|156|8|54|2|35|0|0|71|60|3.60,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,中日ドラゴンズ,41343898,杉下　茂,H|HR|BB|HBP|SO|WP|BK,1361,1361,325.2,325.2,325,269,0,24,269,134,24,7,134,209,7,5,209,0,135,135,116,116,3.2,3.2,1950|中　日|55|27|15||||22|2|0|.643|1361|325 .2|325|.2|269|24|134|7|209|5|0|135|116|3.20,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,中日ドラゴンズ,11913878,服部　受弘,H|HR|BB|HBP|SO|WP|BK,999,999,238.1,238.1,238,242,0,11,242,54,11,1,54,101,1,3,101,0,90,90,78,78,2.94,2.94,1950|中　日|41|21|7||||17|4|4|.750|999|238 .1|238|.1|242|11|54|1|101|3|0|90|78|2.94,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,中日ドラゴンズ,33233801,本多　逸郎,H|BB|SO|BK,31,31,8.2,8.2,8,5,0,0,5,3,0,0,3,4,0,0,4,0,2,2,0,0,0.0,0.0,1950|中　日|4|0|0||||0|0|0|.000|31|8 .2|8|.2|5|0|3|0|4|0|0|2|0|0.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,中日ドラゴンズ,41943895,宮下　信明,H|HR|BB|HBP|SO|WP|BK,762,762,178.1,178.1,178,176,0,19,176,66,19,4,66,84,4,0,84,0,87,87,79,79,3.97,3.97,1950|中　日|31|14|8||||13|4|0|.636|762|178 .1|178|.1|176|19|66|4|84|0|0|87|79|3.97,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,松竹ロビンス,01103878,井筒　研一,H|HR|BB|HBP|SO|WP|BK,537,537,122.1,122.1,122,119,0,10,119,42,10,2,42,32,2,0,32,0,73,73,54,54,3.95,3.95,1950|松　竹|24|9|4||||4|0|0|.692|537|122 .1|122|.1|119|10|42|2|32|0|0|73|54|3.95,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,松竹ロビンス,71173893,江田　貢一,H|HR|BB|HBP|SO|WP|BK,1198,1198,288.1,288.1,288,289,0,14,289,75,14,4,75,66,4,1,66,0,112,112,91,91,2.83,2.83,1950|松　竹|44|23|8||||23|4|2|.742|1198|288 .1|288|.1|289|14|75|4|66|1|0|112|91|2.83,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,松竹ロビンス,21723801,大島　信雄,H|HR|BB|HBP|SO|WP|BK,925,925,225.1,225.1,225,197,0,9,197,75,9,1,75,70,1,0,70,0,70,70,51,51,2.03,2.03,1950|松　竹|34|20|4||||13|5|1|.833|925|225 .1|225|.1|197|9|75|1|70|0|0|70|51|2.03,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,松竹ロビンス,51353897,真田　重男,H|HR|BB|HBP|SO|BK,1583,1583,395.2,395.2,395,340,0,39,340,81,39,3,81,191,3,3,191,0,151,151,134,134,3.05,3.05,1950|松　竹|61|39|12||||28|5|5|.765|1583|395 .2|395|.2|340|39|81|3|191|3|0|151|134|3.05,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,松竹ロビンス,41743898,宮沢　基一郎,H|HR|BB|HBP|SO|WP|BK,322,322,72.2,72.2,72,78,0,8,78,42,8,1,42,35,1,0,35,0,33,33,33,33,4.07,4.07,1950|松　竹|19|1|1||||1|1|0|.500|322|72 .2|72|.2|78|8|42|1|35|0|0|33|33|4.07,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,大洋ホエールズ,01103892,今西　錬太郎,H|HR|BB|HBP|SO|WP|BK,865,865,200.1,200.1,200,212,0,26,212,74,26,3,74,71,3,1,71,0,105,105,91,91,4.07,4.07,1950|大　洋|41|10|13||||9|1|0|.435|865|200 .1|200|.1|212|26|74|3|71|1|0|105|91|4.07,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,大洋ホエールズ,11913801,荻原　隆,H|HR|BB|HBP|SO|BK,78,78,17.2,17.2,17,21,0,3,21,7,3,0,7,3,0,0,3,0,13,13,12,12,6.0,6.0,1950|大　洋|3|1|0||||0|0|0|1.000|78|17 .2|17|.2|21|3|7|0|3|0|0|13|12|6.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,大洋ホエールズ,11313896,片山　博,H|HR|BB|HBP|SO|WP|BK,928,928,210.1,210.1,210,250,0,30,250,78,30,5,78,86,5,3,86,1,129,129,106,106,4.52,4.52,1950|大　洋|43|14|8||||9|1|1|.636|928|210 .1|210|.1|250|30|78|5|86|3|1|129|106|4.52,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,大洋ホエールズ,01703892,高野　裕良,H|HR|BB|HBP|SO|WP|BK,1643,1643,384.2,384.2,384,367,0,31,367,133,31,15,133,177,15,0,177,1,184,184,156,156,3.65,3.65,1950|大　洋|66|25|21||||29|2|1|.543|1643|384 .2|384|.2|367|31|133|15|177|0|1|184|156|3.65,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,大洋ホエールズ,13513801,寺島　公,H|HR|BB|HBP|SO|WP|BK,200,200,41.2,41.2,41,49,0,2,49,31,2,1,31,6,1,2,6,0,35,35,26,26,5.57,5.57,1950|大　洋|12|1|1||||0|0|0|.500|200|41 .2|41|.2|49|2|31|1|6|2|0|35|26|5.57,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,大洋ホエールズ,21523898,中津　正三,H|HR|BB|HBP|SO|WP|BK,242,242,50.2,50.2,50,68,0,8,68,26,8,1,26,15,1,2,15,0,51,51,45,45,7.94,7.94,1950|大　洋|15|0|4||||0|0|0|.000|242|50 .2|50|.2|68|8|26|1|15|2|0|51|45|7.94,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,大洋ホエールズ,81983892,林　直明,H|HR|BB|HBP|SO|WP|BK,1005,1005,231.2,231.2,231,260,0,22,260,69,22,1,69,78,1,0,78,0,136,136,97,97,3.76,3.76,1950|大　洋|43|11|12||||9|1|5|.478|1005|231 .2|231|.2|260|22|69|1|78|0|0|136|97|3.76,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,91393801,石川　清逸,H|HR|BB|HBP|SO|WP|BK,593,593,125.2,125.2,125,154,0,18,154,70,18,3,70,40,3,1,40,0,109,109,80,80,5.71,5.71,1950|広　島|33|1|5||||1|0|0|.167|593|125 .2|125|.2|154|18|70|3|40|1|0|109|80|5.71,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,41343801,市田　夏生,H|HR|BB|HBP|SO|WP|BK,30,30,5.1,5.1,5,9,0,1,9,5,1,0,5,4,0,1,4,1,11,11,5,5,7.5,7.5,1950|広　島|5|0|0||||0|0|0|.000|30|5 .1|5|.1|9|1|5|0|4|1|1|11|5|7.50,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,61563801,梅田　正巳,H|BB|WP|BK,28,28,5.2,5.2,5,10,0,0,10,4,0,0,4,4,0,1,4,0,4,4,2,2,3.0,3.0,1950|広　島|2|0|0||||0|0|0|.000|28|5 .2|5|.2|10|0|4|0|4|1|0|4|2|3.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,31533874,笠松　実,H|HR|BB|HBP|SO|WP|BK,472,472,104.1,104.1,104,133,0,13,133,25,13,2,25,21,2,0,21,0,75,75,58,58,4.97,4.97,1950|広　島|21|2|8||||4|0|2|.200|472|104 .1|104|.1|133|13|25|2|21|0|0|75|58|4.97,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,41343897,武智　修,H|HR|BB|HBP|SO|BK,270,270,60.2,60.2,60,75,0,10,75,10,10,0,10,7,0,0,7,0,52,52,44,44,6.49,6.49,1950|広　島|10|3|6||||5|0|2|.333|270|60 .2|60|.2|75|10|10|0|7|0|0|52|44|6.49,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,63163801,竹村　元雄,H|HR|BB|HBP|SO|BK,112,112,25.2,25.2,25,28,0,2,28,12,2,1,12,4,1,1,4,0,21,21,15,15,5.19,5.19,1950|広　島|8|0|0||||0|0|0|.000|112|25 .2|25|.2|28|2|12|1|4|1|0|21|15|5.19,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,81483872,内藤　幸三,H|HR|BB|HBP|SO|WP|BK,997,997,216.1,216.1,216,276,0,23,276,79,23,4,79,78,4,3,78,0,166,166,133,133,5.52,5.52,1950|広　島|41|11|19||||12|0|1|.367|997|216 .1|216|.1|276|23|79|4|78|3|0|166|133|5.52,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,41943874,中山　正嘉,H|HR|BB|HBP|SO|WP|BK,299,299,59.2,59.2,59,79,0,7,79,41,7,3,41,19,3,0,19,0,66,66,51,51,7.65,7.65,1950|広　島|20|2|10||||1|0|0|.167|299|59 .2|59|.2|79|7|41|3|19|0|0|66|51|7.65,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,43743801,長谷川　良平,H|HR|BB|HBP|SO|WP|BK,1518,1518,348.1,348.1,348,345,0,24,345,170,24,6,170,146,6,5,146,2,190,190,150,150,3.87,3.87,1950|広　島|56|15|27||||27|3|1|.357|1518|348 .1|348|.1|345|24|170|6|146|5|2|190|150|3.87,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,03903801,林　次郎,H|BB|SO,7,7,1.1,1.1,1,3,0,0,3,1,0,0,1,0,0,0,0,0,3,3,3,3,13.5,13.5,1950|広　島|1|0|1||||0|0|0|.000|7|1 .1|1|.1|3|0|1|0|0|0|0|3|3|13.50,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,63563872,森井　茂,H|HR|BB|HBP|SO|BK,354,354,78.1,78.1,78,96,0,13,96,24,13,0,24,22,0,0,22,0,62,62,50,50,5.7,5.7,1950|広　島|15|2|8||||6|0|0|.200|354|78 .1|78|.1|96|13|24|0|22|0|0|62|50|5.70,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,43643801,吉若　昌弘,H|BB|SO|BK,7,7,1.2,1.2,1,0,0,0,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0.0,0.0,1950|広　島|1|0|0||||0|0|0|.000|7|1 .2|1|.2|0|0|3|0|1|0|0|0|0|0.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,西日本パイレーツ,81383801,稲葉　郁三,H|HR|BB|HBP|SO|BK,51,51,9.2,9.2,9,16,0,1,16,8,1,0,8,3,0,0,3,0,9,9,8,8,7.2,7.2,1950|西日本|3|0|0||||0|0|0|.000|51|9 .2|9|.2|16|1|8|0|3|0|0|9|8|7.20,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,西日本パイレーツ,11313894,緒方　俊明,H|HR|BB|HBP|SO|WP|BK,1236,1236,295.2,295.2,295,276,0,19,276,79,19,3,79,101,3,1,101,0,129,129,98,98,2.98,2.98,1950|西日本|47|20|13||||18|1|2|.606|1236|295 .2|295|.2|276|19|79|3|101|1|0|129|98|2.98,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,西日本パイレーツ,61063872,重松　通雄,H|HR|BB|HBP|SO|WP|BK,725,725,155.2,155.2,155,194,0,19,194,58,19,4,58,26,4,1,26,1,130,130,109,109,6.29,6.29,1950|西日本|34|7|16||||6|0|0|.304|725|155 .2|155|.2|194|19|58|4|26|1|1|130|109|6.29,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,西日本パイレーツ,83183801,玉川　郁,H|BB,13,13,1.1,1.1,1,8,0,0,8,0,0,0,0,0,0,0,0,0,8,8,7,7,31.5,31.5,1950|西日本|3|0|1||||0|0|0|.000|13|1 .1|1|.1|8|0|0|0|0|0|0|8|7|31.50,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,西日本パイレーツ,23723801,野本　喜一郎,H|HR|BB|HBP|SO|WP|BK,1149,1149,262.1,262.1,262,294,0,29,294,72,29,6,72,84,6,0,84,3,159,159,128,128,4.38,4.38,1950|西日本|48|11|19||||14|1|3|.367|1149|262 .1|262|.1|294|29|72|6|84|0|3|159|128|4.38,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,西日本パイレーツ,01403874,森　弘太郎,H|HR|BB|HBP|SO|BK,688,688,154.2,154.2,154,183,0,9,183,39,9,0,39,33,0,0,33,0,84,84,63,63,3.66,3.66,1950|西日本|28|5|11||||9|0|3|.313|688|154 .2|154|.2|183|9|39|0|33|0|0|84|63|3.66,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,西日本パイレーツ,23423801,薮田　政則,H|HR|BB|HBP|SO|BK,103,103,21.1,21.1,21,32,0,3,32,8,3,0,8,7,0,0,7,0,16,16,13,13,5.32,5.32,1950|西日本|6|0|1||||0|0|0|.000|103|21 .1|21|.1|32|3|8|0|7|0|0|16|13|5.32,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,国鉄スワローズ,71073801,金田　正一,H|HR|BB|HBP|SO|BK,727,727,164.2,164.2,164,132,0,12,132,127,12,1,127,143,1,1,143,3,93,93,72,72,3.93,3.93,1950|国　鉄|30|8|12||||9|1|0|.400|727|164 .2|164|.2|132|12|127|1|143|1|3|93|72|3.93,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,国鉄スワローズ,73373801,長　武男,H|HR|BB|HBP|SO|WP|BK,211,211,47.2,47.2,47,46,0,8,46,24,8,1,24,8,1,5,8,1,33,33,22,22,4.13,4.13,1950|国　鉄|18|0|5||||0|0|0|.000|211|47 .2|47|.2|46|8|24|1|8|5|1|33|22|4.13,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,国鉄スワローズ,43543801,仲川　翠,H|HR|BB|HBP|SO|WP|BK,154,154,31.2,31.2,31,38,0,6,38,16,6,0,16,10,0,1,10,0,32,32,23,23,6.47,6.47,1950|国　鉄|10|0|3||||0|0|0|.000|154|31 .2|31|.2|38|6|16|0|10|1|0|32|23|6.47,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,国鉄スワローズ,33733801,成田　敬二,H|HR|BB|HBP|SO|WP|BK,766,766,176.1,176.1,176,199,0,20,199,45,20,1,45,53,1,0,53,1,110,110,88,88,4.47,4.47,1950|国　鉄|45|2|13||||6|0|1|.133|766|176 .1|176|.1|199|20|45|1|53|0|1|110|88|4.47,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,国鉄スワローズ,33933801,初岡　栄治,H|HR|BB|HBP|SO|BK,64,64,11.2,11.2,11,28,0,3,28,5,3,0,5,1,0,0,1,0,22,22,20,20,15.0,15.0,1950|国　鉄|6|0|3||||0|0|0|.000|64|11 .2|11|.2|28|3|5|0|1|0|0|22|20|15.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,国鉄スワローズ,43043801,古谷　法夫,H|HR|BB|HBP|SO|WP|BK,1020,1020,233.2,233.2,233,249,0,20,249,86,20,0,86,65,0,4,65,2,136,136,104,104,4.0,4.0,1950|国　鉄|49|9|19||||9|1|2|.321|1020|233 .2|233|.2|249|20|86|0|65|4|2|136|104|4.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,国鉄スワローズ,33433801,村松　昭次郎,H|HR|BB|HBP|SO|BK,259,259,56.2,56.2,56,71,0,6,71,35,6,0,35,10,0,0,10,0,40,40,34,34,5.37,5.37,1950|国　鉄|24|0|2||||0|0|0|.000|259|56 .2|56|.2|71|6|35|0|10|0|0|40|34|5.37,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,PL,阪急ブレーブス,91793801,大崎　昭夫,H|HR|BB|SO|WP|BK,53,53,9.2,9.2,9,17,0,1,17,6,1,1,6,2,1,0,2,0,12,12,10,10,9.0,9.0,1950|阪　急|4|0|0||||0|0|0|.000|53|9 .2|9|.2|17|1|6|1|2|0|0|12|10|9.00,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,阪急ブレーブス,01603801,柴田　英治,H|HR|BB|HBP|SO|WP|BK,311,311,75.2,75.2,75,72,0,7,72,9,7,1,9,32,1,0,32,0,29,29,22,22,2.61,2.61,1950|阪　急|14|4|3||||3|0|2|.571|311|75 .2|75|.2|72|7|9|1|32|0|0|29|22|2.61,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,阪急ブレーブス,81783878,野口　二郎,H|HR|BB|HBP|SO|WP|BK,750,750,181.2,181.2,181,190,0,20,190,14,20,1,14,61,1,0,61,0,85,85,64,64,3.16,3.16,1950|阪　急|35|15|9||||10|2|7|.625|750|181 .2|181|.2|190|20|14|1|61|0|0|85|64|3.16,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,阪急ブレーブス,63963801,原田　孝一,H|HR|BB|HBP|SO|WP|BK,469,469,107.2,107.2,107,99,0,7,99,56,7,2,56,46,2,3,46,0,53,53,43,43,3.58,3.58,1950|阪　急|28|1|3||||0|0|0|.250|469|107 .2|107|.2|99|7|56|2|46|3|0|53|43|3.58,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,阪急ブレーブス,11013892,一言　多十,H|HR|BB|HBP|SO|BK,212,212,43.2,43.2,43,63,0,4,63,17,4,1,17,13,1,1,13,0,39,39,28,28,5.73,5.73,1950|阪　急|16|1|5||||0|0|0|.167|212|43 .2|43|.2|63|4|17|1|13|1|0|39|28|5.73,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,南海ホークス,81583801,江藤　正,H|HR|BB|HBP|SO|WP|BK,968,968,236.2,236.2,236,218,0,17,218,62,17,2,62,78,2,0,78,0,92,92,77,77,2.92,2.92,1950|南　海|47|14|9||||13|3|2|.609|968|236 .2|236|.2|218|17|62|2|78|0|0|92|77|2.92,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,南海ホークス,31533897,中原　宏,H|HR|BB|HBP|SO|WP|BK,758,758,176.1,176.1,176,172,0,13,172,62,13,2,62,77,2,0,77,1,89,89,66,66,3.36,3.36,1950|南　海|33|10|12||||8|1|1|.455|758|176 .1|176|.1|172|13|62|2|77|0|1|89|66|3.36,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,南海ホークス,61363894,中谷　信夫,H|HR|BB|HBP|SO|WP|BK,790,790,187.1,187.1,187,185,0,21,185,53,21,4,53,93,4,0,93,0,100,100,83,83,3.97,3.97,1950|南　海|47|13|7||||3|1|1|.650|790|187 .1|187|.1|185|21|53|4|93|0|0|100|83|3.97,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,南海ホークス,11913896,松本　忠繁,H|HR|BB|HBP|SO|WP|BK,428,428,96.2,96.2,96,94,0,4,94,52,4,2,52,30,2,0,30,0,46,46,41,41,3.8,3.8,1950|南　海|24|5|6||||2|2|0|.455|428|96 .2|96|.2|94|4|52|2|30|0|0|46|41|3.80,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,南海ホークス,93493801,安田　昌雄,HR|BB|HBP|SO|WP|BK,123,123,25.1,25.1,25,25,0,4,25,20,4,1,20,19,1,3,19,0,26,26,22,22,7.62,7.62,1950|南　海|11|1|2||||0|0|0|.333|123|25 .1|25|.1|25|4|20|1|19|3|0|26|22|7.62,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,東急フライヤーズ,31233801,木村　富雄,H|BB|SO|WP|BK,20,20,1.2,1.2,1,5,0,0,5,10,0,0,10,1,0,1,1,0,11,11,7,7,31.5,31.5,1950|東　急|2|0|0||||0|0|0|.000|20|1 .2|1|.2|5|0|10|0|1|1|0|11|7|31.50,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,東急フライヤーズ,31433801,桑名　重治,H|HR|BB|HBP|SO|WP|BK,515,515,113.1,113.1,113,142,0,14,142,33,14,7,33,39,7,1,39,1,85,85,68,68,5.37,5.37,1950|東　急|33|5|11||||3|0|0|.313|515|113 .1|113|.1|142|14|33|7|39|1|1|85|68|5.37,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,東急フライヤーズ,71673801,塩瀬　盛道,H|BB|SO,11,11,1.1,1.1,1,2,0,0,2,5,0,0,5,1,0,0,1,1,2,2,2,2,9.0,9.0,1950|東　急|1|0|0||||0|0|0|.000|11|1 .1|1|.1|2|0|5|0|1|0|1|2|2|9.00,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,東急フライヤーズ,03403801,保井　浩一,H|HR|BB|HBP|BK,28,28,5.2,5.2,5,12,0,1,12,3,1,0,3,3,0,0,3,0,7,7,6,6,9.0,9.0,1950|東　急|1|0|0||||0|0|0|.000|28|5 .2|5|.2|12|1|3|0|3|0|0|7|6|9.00,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,東急フライヤーズ,11913898,米川　泰夫,H|HR|BB|HBP|SO|WP|BK,1546,1546,363.2,363.2,363,349,0,27,349,96,27,6,96,207,6,0,207,1,182,182,131,131,3.24,3.24,1950|東　急|58|23|23||||27|2|4|.500|1546|363 .2|363|.2|349|27|96|6|207|0|1|182|131|3.24,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,大映スターズ,91193801,荒岡　昭,H|HR|BB|WP|BK,25,25,4.2,4.2,4,9,0,1,9,3,1,1,3,3,1,0,3,0,8,8,8,8,14.4,14.4,1950|大　映|3|0|0||||0|0|0|.000|25|4 .2|4|.2|9|1|3|1|3|0|0|8|8|14.40,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,大映スターズ,01103894,池田　善蔵,H|HR|BB|HBP|SO|WP|BK,380,380,89.2,89.2,89,77,0,6,77,43,6,2,43,33,2,4,33,0,44,44,38,38,3.8,3.8,1950|大　映|17|8|4||||4|1|0|.667|380|89 .2|89|.2|77|6|43|2|33|4|0|44|38|3.80,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,大映スターズ,21123898,小川　善治,H|HR|BB|HBP|SO|WP|BK,791,791,187.2,187.2,187,189,0,10,189,61,10,0,61,50,0,2,50,1,81,81,76,76,3.64,3.64,1950|大　映|29|12|8||||13|1|0|.600|791|187 .2|187|.2|189|10|61|0|50|2|1|81|76|3.64,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,大映スターズ,51253872,スタルヒン,H|HR|BB|HBP|SO|WP|BK,995,995,234.1,234.1,234,270,0,21,270,48,21,4,48,86,4,1,86,1,115,115,103,103,3.94,3.94,1950|大　映|35|11|15||||17|2|3|.423|995|234 .1|234|.1|270|21|48|4|86|1|1|115|103|3.94,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,大映スターズ,03103801,高松　利夫,H|HR|BB|HBP|SO|BK,234,234,51.2,51.2,51,62,0,6,62,20,6,0,20,27,0,0,27,0,36,36,29,29,5.02,5.02,1950|大　映|15|3|2||||1|0|0|.600|234|51 .2|51|.2|62|6|20|0|27|0|0|36|29|5.02,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
